"","year","ref_id","reviewed_by","status"
"587",1995,"ISIA1995QG95000005","Rsaurio","rejected off topic"
"588",1994,"ISIA1994PW47000010",NA,NA
"589",1995,"ISIA1995RF20300002",NA,NA
"590",1995,"ISIA1995RF99100007",NA,NA
"591",1994,"ISIA1994QC32800007","Rsaurio","rejected off topic"
"592",1994,"ISIA1994PV39400011",NA,NA
"593",1994,"ISIA1994QL59300001",NA,NA
"594",1994,"ISIA1994QD00700002",NA,NA
"595",1994,"ISIA1994QD00700004",NA,NA
"596",1994,"ISIA1994QD00700010",NA,NA
"597",1994,"ISIA1994QQ24700001",NA,NA
"598",1994,"ISIA1994NQ02000094",NA,NA
"599",1993,"ISIA1993LC63800031",NA,NA
"600",1994,"ISIA1994QQ04700004",NA,NA
"601",1994,"ISIA1994PT32900056",NA,NA
"602",1994,"ISIA1994ND14800011",NA,NA
"603",1994,"ISIA1994PT30100036",NA,NA
"604",1994,"ISIA1994PV36400024",NA,NA
"605",1994,"ISIA1994QC03300002",NA,NA
"606",1994,"ISIA1994PW01000007",NA,NA
"607",1994,"ISIA1994PX95500002",NA,NA
"608",1994,"ISIA1994PX95500013",NA,NA
"609",1994,"ISIA1994PR22200026",NA,NA
"610",1994,"ISIA1994PT57700007","Rsaurio","rejected off topic"
"611",1994,"ISIA1994PF84800033",NA,NA
"612",1994,"ISIA1994PX04300006",NA,NA
"613",1994,"ISIA1994PV58700001",NA,NA
"614",1994,"ISIA1994PV40500006","Rsaurio","rejected off topic"
"615",1994,"ISIA1994PN30400061",NA,NA
"616",1994,"ISIA1994PN30400073",NA,NA
"617",1994,"ISIA1994PY40700017",NA,NA
"618",1994,"ISIA1994NQ02000095",NA,NA
"619",1994,"ISIA1994PN55300018",NA,NA
"620",1994,"ISIA1994PK63600004",NA,NA
"621",1994,"ISIA1994PJ21700011",NA,NA
"622",1994,"ISIA1994RX85600005",NA,NA
"623",1994,"ISIA1994PH83600025",NA,NA
"624",1994,"ISIA1994PZ31800034",NA,NA
"625",1994,"ISIA1994PQ31600004","Rsaurio","rejected off topic"
"626",1994,"ISIA1994PR93900001",NA,NA
"627",1994,"ISIA1994PR05800021",NA,NA
"628",1994,"ISIA1994PJ90400026",NA,NA
"629",1994,"ISIA1994PW58500003",NA,NA
"630",1994,"ISIA1994PG91200015",NA,NA
"631",1994,"ISIA1994PG91200057",NA,NA
"632",1994,"ISIA1994PJ46100002",NA,NA
"633",1974,"ISIA1974S930600017",NA,NA
"634",1994,"ISIA1994PZ91900008",NA,NA
"635",1994,"ISIA1994PU42500013",NA,NA
"636",1994,"ISIA1994PM67500009",NA,NA
"637",1994,"ISIA1994PZ59200011",NA,NA
"638",1994,"ISIA1994PM94800005","Rsaurio","rejected off topic"
"639",1994,"ISIA1994PM20500014",NA,NA
"640",1994,"ISIA1994PG19300016",NA,NA
"641",1994,"ISIA1994PG43600005",NA,NA
"642",1994,"ISIA1994PQ19400008",NA,NA
"643",1994,"ISIA1994PE26700019",NA,NA
"644",1994,"ISIA1994PX21900002",NA,NA
"645",1994,"ISIA1994PX21900004",NA,NA
"646",1994,"ISIA1994PC83600015",NA,NA
"647",1994,"ISIA1994PC83600026",NA,NA
"648",1994,"ISIA1994PE10200003",NA,NA
"649",1993,"ISIA1993LF27300005",NA,NA
"650",1994,"ISIA1994PG73100005",NA,NA
"651",1994,"ISIA1994PG73100006",NA,NA
"652",1994,"ISIA1994PU89000003",NA,NA
"653",1994,"ISIA1994PM65600002",NA,NA
"654",1994,"ISIA1994PK48100013",NA,NA
"655",1994,"ISIA1994PL84800001",NA,NA
"656",1994,"ISIA1994PF07600013",NA,NA
"657",1994,"ISIA1994PE51400004",NA,NA
"658",1994,"ISIA1994PB72100012",NA,NA
"659",1994,"ISIA1994PB73200005",NA,NA
"660",1994,"ISIA1994NY87200022",NA,NA
"661",1994,"ISIA1994PB91400009",NA,NA
"662",1994,"ISIA1994NY39800041",NA,NA
"663",1994,"ISIA1994NY34200034",NA,NA
"664",1994,"ISIA1994PB50300002",NA,NA
"665",1994,"ISIA1994PV30000001",NA,NA
"666",1994,"ISIA1994NY66200009",NA,NA
"667",1994,"ISIA1994PC69300024",NA,NA
"668",1994,"ISIA1994PC69300023","Rsaurio","rejected off topic"
"669",1994,"ISIA1994NR86900010",NA,NA
"670",1994,"ISIA1994PD96900009",NA,NA
"671",1994,"ISIA1994NV28000012",NA,NA
"672",1973,"ISIA1973O442400008",NA,NA
"673",1994,"ISIA1994NY56700010",NA,NA
"674",1994,"ISIA1994NX66500026",NA,NA
"675",1994,"ISIA1994PR00100006",NA,NA
"676",1994,"ISIA1994PR00100007",NA,NA
"677",1994,"ISIA1994NB76600004",NA,NA
"678",1994,"ISIA1994NY68400025",NA,NA
"679",1994,"ISIA1994PD47000006",NA,NA
"680",1994,"ISIA1994PC90800002",NA,NA
"681",1994,"ISIA1994NU36700005",NA,NA
"682",1994,"ISIA1994NY05000002",NA,NA
"683",1990,"ISIA1990DR08400008",NA,NA
"684",1994,"ISIA1994PJ96500010",NA,NA
"685",1994,"ISIA1994NR68300004",NA,NA
"686",1994,"ISIA1994NP10300029",NA,NA
"687",1994,"ISIA1994PF27800002",NA,NA
"688",1994,"ISIA1994NB76600005",NA,NA
"689",1994,"ISIA1994NP55800001",NA,NA
"690",1994,"ISIA1994NM78200018",NA,NA
"691",1994,"ISIA1994NM78200019",NA,NA
"692",1994,"ISIA1994NQ65700014",NA,NA
"693",1994,"ISIA1994NL91800001",NA,NA
"694",1994,"ISIA1994NL91800010",NA,NA
"695",1994,"ISIA1994NT10500002",NA,NA
"696",1994,"ISIA1994NL83800033",NA,NA
"697",1994,"ISIA1994NG87500003",NA,NA
"698",1994,"ISIA1994NN04500011",NA,NA
"699",1994,"ISIA1994NF99400011",NA,NA
"700",1994,"ISIA1994NJ32600023",NA,NA
"701",1994,"ISIA1994NG61200016",NA,NA
"702",1994,"ISIA1994NL49200014",NA,NA
"703",1994,"ISIA1994NF66200003",NA,NA
"704",1994,"ISIA1994NG42500026",NA,NA
"705",1994,"ISIA1994NC24000012",NA,NA
"706",1994,"ISIA1994NM64100006",NA,NA
"707",1994,"ISIA1994NU12500028",NA,NA
"708",1994,"ISIA1994NT75300001",NA,NA
"709",1994,"ISIA1994NM45000008",NA,NA
"710",1994,"ISIA1994ND74600022",NA,NA
"711",1994,"ISIA1994NC07400001",NA,NA
"712",1994,"ISIA1994RM31400006",NA,NA
"713",1994,"ISIA1994NN80400005",NA,NA
"714",1994,"ISIA1994NJ13800004",NA,NA
"715",1994,"ISIA1994NK50500008",NA,NA
"716",1994,"ISIA1994NC56600016",NA,NA
"717",1994,"ISIA1994MY30800016",NA,NA
"718",1994,"ISIA1994NB22600001",NA,NA
"719",1994,"ISIA1994NA61800032",NA,NA
"720",1994,"ISIA1994NC66200016",NA,NA
"721",1994,"ISIA1994NT85300005","Rsaurio","rejected off topic"
"722",1994,"ISIA1994MX79800016",NA,NA
"723",1994,"ISIA1994MX79800027",NA,NA
"724",1994,"ISIA1994NL53300007",NA,NA
"725",1994,"ISIA1994MW51600001",NA,NA
"726",1994,"ISIA1994NA77700005",NA,NA
"727",1994,"ISIA1994ND85500004",NA,NA
"728",1994,"ISIA1994NN28600007",NA,NA
"729",1994,"ISIA1994PN99200008",NA,NA
"730",1994,"ISIA1994NB55000010",NA,NA
"731",1994,"ISIA1994MZ50600018",NA,NA
"732",1994,"ISIA1994NE22200010",NA,NA
"733",1994,"ISIA1994NG83500008",NA,NA
"734",1994,"ISIA1994MY19200001",NA,NA
"735",1994,"ISIA1994NB06600012",NA,NA
"736",1994,"ISIA1994NK59900007",NA,NA
"737",1994,"ISIA1994MW76100015","Rsaurio",NA
"738",1994,"ISIA1994ND51200024","Rsaurio","rejected off topic"
"739",1994,"ISIA1994NJ27600013",NA,NA
"740",1994,"ISIA1994NB41500002",NA,NA
"741",1994,"ISIA1994NA66100021",NA,NA
"742",1994,"ISIA1994NC09000004",NA,NA
"743",1994,"ISIA1994NT63600007",NA,NA
"744",1993,"ISIA1993MP52600012",NA,NA
"745",1994,"ISIA1994NX44400003",NA,NA
"746",1994,"ISIA1994NM35200009",NA,NA
"747",1994,"ISIA1994NM35200011",NA,NA
"748",1994,"ISIA1994PV12100020",NA,NA
"749",1994,"ISIA1994PK89400010",NA,NA
"750",1994,"ISIA1994NF79000005",NA,NA
"751",1994,"ISIA1994MN48800016",NA,NA
"752",1994,"ISIA1994MN48800019","Rsaurio","rejected off topic"
"753",1994,"ISIA1994MW49700005",NA,NA
"754",1994,"ISIA1994QQ81300015",NA,NA
"755",1993,"ISIA1993MH73600006",NA,NA
"756",1994,"ISIA1994MR58700011",NA,NA
"757",1994,"ISIA1994PV31000004",NA,NA
"758",1994,"ISIA1994BJ69M00049",NA,NA
"759",1994,"ISIA1994MU41500020",NA,NA
"760",1993,"ISIA1993MF51500031",NA,NA
"761",1994,"ISIA1994PN39800003",NA,NA
"762",1994,"ISIA1994QD17400003",NA,NA
"763",1994,"ISIA1994MR69100001",NA,NA
"764",1994,"ISIA1994MW15200006",NA,NA
"765",1994,"ISIA1994MQ33400003",NA,NA
"766",1994,"ISIA1994NX20400002",NA,NA
"767",1994,"ISIA1994PR70800002",NA,NA
"768",1994,"ISIA1994NL70600005",NA,NA
"769",1994,"ISIA1994NL70600009",NA,NA
"770",1993,"ISIA1993MM35200009","Rsaurio","rejected off topic"
"771",1994,"ISIA1994PG17300003",NA,NA
"772",1994,"ISIA1994NG52000005",NA,NA
"773",1993,"ISIA1993MU99400002",NA,NA
"774",1993,"ISIA1993MY87000002",NA,NA
"775",1993,"ISIA1993MQ92100005",NA,NA
"776",1993,"ISIA1993LB80400001",NA,NA
"777",1993,"ISIA1993MR89700005",NA,NA
"778",1993,"ISIA1993MM63500005",NA,NA
"779",1993,"ISIA1993MQ62500009",NA,NA
"780",1993,"ISIA1993MH55400010",NA,NA
"781",1993,"ISIA1993MV39200005",NA,NA
"782",1973,"ISIA1973Q458000007",NA,NA
"783",1993,"ISIA1993MC28900041",NA,NA
"784",1993,"ISIA1993MH54500011",NA,NA
"785",1993,"ISIA1993MC89000021",NA,NA
"786",1993,"ISIA1993ME67400004",NA,NA
"787",1991,"ISIA1991GF53500004",NA,NA
"788",1993,"ISIA1993MG71500007",NA,NA
"789",1993,"ISIA1993MH06200014",NA,NA
"790",1993,"ISIA1993MF91800002",NA,NA
"791",1993,"ISIA1993MJ29300001",NA,NA
"792",1993,"ISIA1993LZ71800007",NA,NA
"793",1993,"ISIA1993MF97200007",NA,NA
"794",1993,"ISIA1993ME57700004",NA,NA
"795",1993,"ISIA1993MJ33100026",NA,NA
"796",1993,"ISIA1993MM94600002","Rsaurio","rejected off topic"
"797",1993,"ISIA1993MF94100009",NA,NA
"798",1988,"ISIA1988Q968600038",NA,NA
"799",1993,"ISIA1993MC18000020",NA,NA
"800",1993,"ISIA1993LX49100017",NA,NA
"801",1993,"ISIA1993LX67400002",NA,NA
"802",1993,"ISIA1993MJ88500007",NA,NA
"803",1993,"ISIA1993MJ11500004",NA,NA
"804",1993,"ISIA1993LV83900006",NA,NA
"805",1993,"ISIA1993LW23700004",NA,NA
"806",1993,"ISIA1993LW23700016",NA,NA
"807",1993,"ISIA1993MJ13000007",NA,NA
"808",1973,"ISIA1973O980600005",NA,NA
"809",1993,"ISIA1993LW64500013",NA,NA
"810",1993,"ISIA1993MR56000001",NA,NA
"811",1993,"ISIA1993ME01400001",NA,NA
"812",1993,"ISIA1993LX50300007",NA,NA
"813",1993,"ISIA1993MJ28200001",NA,NA
"814",1973,"ISIA1973Q881500012",NA,NA
"815",1993,"ISIA1993LR94900042",NA,NA
"816",1993,"ISIA1993MH73400005",NA,NA
"817",1993,"ISIA1993LT16600017",NA,NA
"818",1993,"ISIA1993LR87900004",NA,NA
"819",1993,"ISIA1993LL86800011",NA,NA
"820",1993,"ISIA1993LN78600010",NA,NA
"821",1993,"ISIA1993LQ35700002",NA,NA
"822",1993,"ISIA1993MA69500003",NA,NA
"823",1993,"ISIA1993LP33100009",NA,NA
"824",1993,"ISIA1993LG71800001",NA,NA
"825",1993,"ISIA1993LP33100010",NA,NA
"826",1993,"ISIA1993MK96900008",NA,NA
"827",1993,"ISIA1993LW98000004",NA,NA
"828",1993,"ISIA1993LT00700008",NA,NA
"829",1993,"ISIA1993LQ52700002",NA,NA
"830",1993,"ISIA1993LY02100027",NA,NA
"831",1993,"ISIA1993LP76500008",NA,NA
"832",1993,"ISIA1993LL90100044",NA,NA
"833",1993,"ISIA1993LM87000009",NA,NA
"834",1993,"ISIA1993LJ34300049",NA,NA
"835",1993,"ISIA1993LM38200031",NA,NA
"836",1993,"ISIA1993LM38200032",NA,NA
"837",1993,"ISIA1993MA28000004","Rsaurio","rejected off topic"
"838",1993,"ISIA1993LQ53400003",NA,NA
"839",1993,"ISIA1993LQ61000016",NA,NA
"840",1988,"ISIA1988N193400040",NA,NA
"841",1993,"ISIA1993NX10400008",NA,NA
"842",1993,"ISIA1993LH97800034",NA,NA
"843",1993,"ISIA1993LG29000007",NA,NA
"844",1993,"ISIA1993LE82000003",NA,NA
"845",1993,"ISIA1993LF47800001",NA,NA
"846",1993,"ISIA1993LZ13700002",NA,NA
"847",1993,"ISIA1993LJ08500012",NA,NA
"848",1993,"ISIA1993LV56700011",NA,NA
"849",1993,"ISIA1993LR98300007",NA,NA
"850",1972,"ISIA1972N336500005",NA,NA
"851",1993,"ISIA1993LJ96500020",NA,NA
"852",1993,"ISIA1993LA33100008",NA,NA
"853",1993,"ISIA1993LA71200009",NA,NA
"854",1993,"ISIA1993LC30400006",NA,NA
"855",1995,"ISIA1995QP69000028",NA,NA
"856",1993,"ISIA1993LJ43500010",NA,NA
"857",1993,"ISIA1993LG04400007",NA,NA
"858",1993,"ISIA1993KZ17700081",NA,NA
"859",1993,"ISIA1993LB79200019",NA,NA
"860",1995,"ISIA1995RD92300041",NA,NA
"861",1988,"ISIA1988N443200027",NA,NA
"862",1993,"ISIA1993KY68500016",NA,NA
"863",1993,"ISIA1993LA43000047",NA,NA
"864",1993,"ISIA1993LF71800005",NA,NA
"865",1993,"ISIA1993LH32200012",NA,NA
"866",1993,"ISIA1993LT48400016",NA,NA
"867",1993,"ISIA1993LH87300003",NA,NA
"868",1993,"ISIA1993KZ04500004",NA,NA
"869",1993,"ISIA1993KZ29900014",NA,NA
"870",1993,"ISIA1993LJ03200005",NA,NA
"871",1993,"ISIA1993KQ90900015",NA,NA
"872",1993,"ISIA1993KV99100032",NA,NA
"873",1993,"ISIA1993KY06500005",NA,NA
"874",1993,"ISIA1993KY06500006",NA,NA
"875",1993,"ISIA1993LF52000034",NA,NA
"876",1993,"ISIA1993KU14400014",NA,NA
"877",1993,"ISIA1993LF52000055",NA,NA
"878",1993,"ISIA1993KX49900020",NA,NA
"879",1993,"ISIA1993KU32000029",NA,NA
"880",1993,"ISIA1993KW66600007",NA,NA
"881",1993,"ISIA1993KU08600008",NA,NA
"882",1995,"ISIA1995QP67600002",NA,NA
"883",1993,"ISIA1993KW66800009","Rsaurio","rejected off topic"
"884",1993,"ISIA1993KX46400003",NA,NA
"885",1993,"ISIA1993LA00100029",NA,NA
"886",1993,"ISIA1993KY27800002",NA,NA
"887",1995,"ISIA1995QW03300022",NA,NA
"888",1993,"ISIA1993LB56700009",NA,NA
"889",1993,"ISIA1993KY07400007",NA,NA
"890",1993,"ISIA1993LD10500010","Rsaurio","rejected off topic"
"891",1993,"ISIA1993KW61100001",NA,NA
"892",1993,"ISIA1993LA73800014",NA,NA
"893",1995,"ISIA1995QJ55500219",NA,NA
"894",1993,"ISIA1993KN09700010",NA,NA
"895",1993,"ISIA1993KM81000053",NA,NA
"896",1993,"ISIA1993KZ07500020",NA,NA
"897",1993,"ISIA1993LA70700007","Rsaurio","rejected off topic"
"898",1993,"ISIA1993KW97000002",NA,NA
"899",1993,"ISIA1993KT54800008",NA,NA
"900",1993,"ISIA1993KQ53200005",NA,NA
"901",1993,"ISIA1993KP69000003",NA,NA
"902",1993,"ISIA1993LM01800002",NA,NA
"903",1993,"ISIA1993KV03700003",NA,NA
"904",1993,"ISIA1993KQ03700017",NA,NA
"905",1993,"ISIA1993KL08800010",NA,NA
"906",1993,"ISIA1993KR40300004",NA,NA
"907",1993,"ISIA1993KK10500019",NA,NA
"908",1995,"ISIA1995TH78800004",NA,NA
"909",1995,"ISIA1995RK96700018",NA,NA
"910",1995,"ISIA1995RA68000027",NA,NA
"911",1995,"ISIA1995QM46000009",NA,NA
"912",1995,"ISIA1995BF66G00006",NA,NA
"913",1995,"ISIA1995BF66G00018",NA,NA
"914",1995,"ISIA1995BF66G00019",NA,NA
"915",1995,"ISIA1995BF66G00020",NA,NA
"916",1995,"ISIA1995BF66G00023",NA,NA
"917",1995,"ISIA1995BF66G00026",NA,NA
"918",1995,"ISIA1995BF66G00028",NA,NA
"919",1995,"ISIA1995BF66G00029",NA,NA
"920",1995,"ISIA1995BF46H00554",NA,NA
"921",1995,"ISIA1995QC61200013",NA,NA
"922",1995,"ISIA1995QC61200014",NA,NA
"923",1995,"ISIA1995BE95P00029",NA,NA
"924",1987,"ISIA1987K376400008",NA,NA
"925",1995,"ISIA1995BD69N00032",NA,NA
"926",1995,"ISIA1995BE66Q00696",NA,NA
"927",1995,"ISIA1995BF95V00002",NA,NA
"928",1995,"ISIA1995BD57H00023",NA,NA
"929",1995,"ISIA1995BD28T00029",NA,NA
"930",1995,"ISI000169016200006",NA,NA
"931",1995,"ISIA1995RC10800018",NA,NA
"932",1995,"ISIA1995QC42800006",NA,NA
"933",1994,"ISIA1994NR47900006",NA,NA
"934",1994,"ISIA1994NJ03100066",NA,NA
"935",1994,"ISIA1994MW86300014",NA,NA
"936",1994,"ISIA1994NB30000006",NA,NA
"937",1994,"ISIA1994BB82N00009",NA,NA
"938",1994,"ISIA1994BB99F00035",NA,NA
"939",1994,"ISIA1994BB99F00080",NA,NA
"940",1994,"ISIA1994BA88S00026",NA,NA
"941",1994,"ISIA1994MW69700008",NA,NA
"942",1994,"ISIA1994MU91600001",NA,NA
"943",1994,"ISIA1994BE09Z00065",NA,NA
"944",1994,"ISIA1994BC07G00072",NA,NA
"945",1994,"ISIA1994BB99E00002",NA,NA
"946",1994,"ISIA1994BB99E00004",NA,NA
"947",1972,"ISIA1972N496100004",NA,NA
"948",1994,"ISIA1994BB99E00010",NA,NA
"949",1994,"ISIA1994BB99E00012",NA,NA
"950",1994,"ISIA1994BB99E00014",NA,NA
"951",1994,"ISIA1994BB99E00029",NA,NA
"952",1994,"ISIA1994BB99E00032",NA,NA
"953",1994,"ISIA1994BB99E00042",NA,NA
"954",1994,"ISIA1994BB99E00048",NA,NA
"955",1972,"ISIA1972O027000009",NA,NA
"956",1994,"ISIA1994BB99E00049",NA,NA
"957",1994,"ISIA1994BB99E00054",NA,NA
"958",1994,"ISIA1994BB99E00076",NA,NA
"959",1994,"ISIA1994BB99E00078",NA,NA
"960",1994,"ISIA1994BB99E00079",NA,NA
"961",1994,"ISIA1994BB99E00080",NA,NA
"962",1994,"ISIA1994BB99E00081",NA,NA
"963",1972,"ISIA1972O148100010",NA,NA
"964",1994,"ISIA1994BB99E00082",NA,NA
"965",1994,"ISIA1994BB99E00083",NA,NA
"966",1994,"ISIA1994BB99E00086",NA,NA
"967",1994,"ISIA1994BB02T00049","Rsaurio","rejected off topic"
"968",1994,"ISIA1994BE07X00026",NA,NA
"969",1994,"ISIA1994BB17U00011",NA,NA
"970",1993,"ISIA1993NB11500013",NA,NA
"971",1993,"ISIA1993MU10500013",NA,NA
"972",1993,"ISIA1993NC54200005",NA,NA
"973",1993,"ISIA1993MR20700002",NA,NA
"974",1993,"ISIA1993MR16100008",NA,NA
"975",1993,"ISIA1993MP63200017",NA,NA
"976",1993,"ISIA1993MG29800009",NA,NA
"977",1993,"ISIA1993MC29200027",NA,NA
"978",1993,"ISIA1993MB78600018",NA,NA
"979",1993,"ISIA1993MA70900045",NA,NA
"980",1993,"ISIA1993MM62500005",NA,NA
"981",1993,"ISIA1993MB40500007",NA,NA
"982",1993,"ISIA1993MF31500004",NA,NA
"983",1993,"ISIA1993LY24400002",NA,NA
"984",1993,"ISIA1993MC49700031",NA,NA
"985",1993,"ISIA1993LU85500022",NA,NA
"986",1993,"ISIA1993LT60400013",NA,NA
"987",1993,"ISIA1993MK96900009",NA,NA
"988",1993,"ISIA1993LC35600004",NA,NA
"989",1993,"ISIA1993KX68400009",NA,NA
"990",1993,"ISIA1993LB68900027",NA,NA
"991",1993,"ISIA1993KW33200007",NA,NA
"992",1993,"ISIA1993MM34500025",NA,NA
"993",1993,"ISIA1993KW00400017",NA,NA
"994",1993,"ISIA1993KW99500012",NA,NA
"995",1993,"ISIA1993KX84600020",NA,NA
"996",1993,"ISIA1993KL41700013",NA,NA
"997",1993,"ISIA1993LF97100006",NA,NA
"998",1993,"ISIA1993MM79900008",NA,NA
"999",1993,"ISIA1993KP17400007",NA,NA
"1000",1993,"ISIA1993KJ81000009",NA,NA
"1001",1993,"ISIA1993KP17400023",NA,NA
"1002",1993,"ISIA1993KP17400037",NA,NA
"1003",1993,"ISIA1993KV30600005",NA,NA
"1004",1993,"ISIA1993KV30600007",NA,NA
"1005",1993,"ISIA1993KP54700003",NA,NA
"1006",1993,"ISIA1993KV30600010",NA,NA
"1007",1993,"ISIA1993LM47500016",NA,NA
"1008",1993,"ISIA1993MQ87000011",NA,NA
"1009",1993,"ISIA1993LF32000004","Rsaurio","included in review"
"1010",1993,"ISIA1993MP09400003",NA,NA
"1011",1993,"ISIA1993LL77500006",NA,NA
"1012",1993,"ISIA1993KF94400002",NA,NA
"1013",1993,"ISIA1993KG50100022",NA,NA
"1014",1993,"ISIA1993KC71800025",NA,NA
"1015",1993,"ISIA1993KD90300008","Rsaurio","rejected off topic"
"1016",1993,"ISIA1993KP32900015",NA,NA
"1017",1993,"ISIA1993LH61600009",NA,NA
"1018",1993,"ISIA1993MC07400001",NA,NA
"1019",1993,"ISIA1993PB08300010",NA,NA
"1020",1993,"ISIA1993MW87300003",NA,NA
"1021",1993,"ISIA1993KQ51900007",NA,NA
"1022",1966,"ISIA1966ZG77700012",NA,NA
"1023",1993,"ISIA1993KL69400001",NA,NA
"1024",1993,"ISIA1993LB92700016",NA,NA
"1025",1993,"ISIA1993LX84800005",NA,NA
"1026",1993,"ISIA1993MG84500003",NA,NA
"1027",1993,"ISIA1993KE81900003","Rsaurio","rejected off topic"
"1028",1993,"ISIA1993NH93200005",NA,NA
"1029",1993,"ISIA1993KU83600005",NA,NA
"1030",1993,"ISIA1993KM51700002",NA,NA
"1031",1993,"ISIA1993MC17400010",NA,NA
"1032",1992,"ISIA1992JZ98900051",NA,NA
"1033",1992,"ISIA1992KK66600001",NA,NA
"1034",1992,"ISIA1992KM87800002",NA,NA
"1035",1992,"ISIA1992KM87800004",NA,NA
"1036",1992,"ISIA1992JZ91100030",NA,NA
"1037",1992,"ISIA1992JY56500012",NA,NA
"1038",1993,"ISIA1993LV28300003",NA,NA
"1039",1992,"ISIA1992KA91400024",NA,NA
"1040",1992,"ISIA1992KL46000007",NA,NA
"1041",1992,"ISIA1992KA90300005",NA,NA
"1042",1992,"ISIA1992KN23900004",NA,NA
"1043",1992,"ISIA1992KN23900005",NA,NA
"1044",1992,"ISIA1992JU30700003",NA,NA
"1045",1992,"ISIA1992KB80700016",NA,NA
"1046",1992,"ISIA1992JY15600012","Rsaurio","rejected off topic"
"1047",1992,"ISIA1992JZ47500022",NA,NA
"1048",1992,"ISIA1992JU85600030",NA,NA
"1049",1992,"ISIA1992JW62300023",NA,NA
"1050",1992,"ISIA1992KB88700021",NA,NA
"1051",1992,"ISIA1992LL42700020",NA,NA
"1052",1992,"ISIA1992JX05600007",NA,NA
"1053",1961,"ISIA19611284B00040",NA,NA
"1054",1992,"ISIA1992JQ67900037",NA,NA
"1055",1992,"ISIA1992KE23800047",NA,NA
"1056",1992,"ISIA1992KE23800048",NA,NA
"1057",1992,"ISIA1992JU15400026","Rsaurio","rejected off topic (not related to taxon)"
"1058",1992,"ISIA1992JV12700006",NA,NA
"1059",1992,"ISIA1992JQ29900020",NA,NA
"1060",1992,"ISIA1992JP77900060",NA,NA
"1061",1992,"ISIA1992JP77900064",NA,NA
"1062",1992,"ISIA1992JX00400002",NA,NA
"1063",1992,"ISIA1992JQ02800010",NA,NA
"1064",1992,"ISIA1992JN50200070",NA,NA
"1065",1992,"ISIA1992JR65700006",NA,NA
"1066",1992,"ISIA1992JL46500002",NA,NA
"1067",1992,"ISIA1992JL46500007",NA,NA
"1068",1987,"ISIA1987G632600015",NA,NA
"1069",1992,"ISIA1992KH19700005",NA,NA
"1070",1992,"ISIA1992JJ86100005",NA,NA
"1071",1992,"ISIA1992JK69600001",NA,NA
"1072",1992,"ISIA1992JK69600011",NA,NA
"1073",1992,"ISIA1992HR89700009",NA,NA
"1074",1992,"ISIA1992JZ88000011",NA,NA
"1075",1992,"ISIA1992JK81400005","Rsaurio","rejected off topic"
"1076",1992,"ISIA1992JP94500005",NA,NA
"1077",1992,"ISIA1992KD70800009",NA,NA
"1078",1992,"ISIA1992JT24700024",NA,NA
"1079",1981,"ISIA1981MU98200032",NA,NA
"1080",1992,"ISIA1992JP29100004",NA,NA
"1081",1992,"ISIA1992JQ02900003",NA,NA
"1082",1992,"ISIA1992JN54200007",NA,NA
"1083",1992,"ISIA1992JM92400006",NA,NA
"1084",1992,"ISIA1992JV43100044",NA,NA
"1085",1992,"ISIA1992JV43100053",NA,NA
"1086",1992,"ISIA1992JF67100007",NA,NA
"1087",1992,"ISIA1992JX94900012",NA,NA
"1088",1992,"ISIA1992JF48500011",NA,NA
"1089",1992,"ISIA1992JF48500012",NA,NA
"1090",1992,"ISIA1992HP82800011",NA,NA
"1091",1992,"ISIA1992JF48500014","Rsaurio","rejected off topic"
"1092",1992,"ISIA1992JU51000004",NA,NA
"1093",1992,"ISIA1992JD01300001",NA,NA
"1094",1992,"ISIA1992JA41600003",NA,NA
"1095",1992,"ISIA1992HY98400011",NA,NA
"1096",1992,"ISIA1992HY07200022",NA,NA
"1097",1992,"ISIA1992HX42100021",NA,NA
"1098",1992,"ISIA1992JC16000002",NA,NA
"1099",1992,"ISIA1992HZ21900030",NA,NA
"1100",1992,"ISIA1992JB68300003",NA,NA
"1101",1992,"ISIA1992HW63900011",NA,NA
"1102",1992,"ISIA1992JD15100002",NA,NA
"1103",1992,"ISIA1992JF84200010",NA,NA
"1104",1992,"ISIA1992JF84200012",NA,NA
"1105",1992,"ISIA1992HW29400008","Rsaurio","rejected off topic"
"1106",1992,"ISIA1992JC56400012",NA,NA
"1107",1992,"ISIA1992HX86800007",NA,NA
"1108",1992,"ISIA1992HY71400017",NA,NA
"1109",1992,"ISIA1992JC79600006",NA,NA
"1110",1992,"ISIA1992HR23100017",NA,NA
"1111",1992,"ISIA1992HW83800015",NA,NA
"1112",1992,"ISIA1992HU18500003",NA,NA
"1113",1992,"ISIA1992HU77900001",NA,NA
"1114",1992,"ISIA1992KD48700007",NA,NA
"1115",1992,"ISIA1992JJ85000003",NA,NA
"1116",1992,"ISIA1992HT32400002",NA,NA
"1117",1992,"ISIA1992HQ85800005",NA,NA
"1118",1992,"ISIA1992HU31600006",NA,NA
"1119",1992,"ISIA1992HX46200047",NA,NA
